vid,payee,hv_exposure,flagged_exposure,n_flagged,n_tier1,usd_tier1,n_tier2,top_tier,max_risk_score,agencies_served,top_agency,first_year_seen,peak_agency_share,top_markers,verify_verdict,overtaker_interest,recommended_action,public_context
PZ000000186,DAVIDSON & BELLUSO,2048506,1225000,5,0,,4,2,9.8,2,DEPT OF GAMING,2016,0.07447357412570488,round_100k|june_round|whole_dollar,,,,
PZ000006179,SES AMERICA INC,1148534,1045360,7,0,,2,2,9.8,1,DEPT OF TRANSPORTATION,2016,0.0003219137307449168,whole_dollar|true_duplicate,,,,
PZ000021783,"OWENS\, HARKEY & ASSOCIATES\, LLC",22948245,2513310,10,0,,3,2,9.8,2,LOTTERY COMMISSION,2017,0.028605353653681324,whole_dollar|round_100k|offcontract|true_duplicate|june_round,,,,
IV0000002193,POLLARD BANKNOTE LIMITED,46100813,6932734,45,0,,4,2,9.8,1,LOTTERY COMMISSION,2021,0.026273004534924725,whole_dollar|true_duplicate|offcontract|round_100k,,,,
IV0000000407,CACTUS TRANSPORT INC,129173936,55885340,107,0,,6,2,9.8,1,DEPT OF TRANSPORTATION,2021,0.009980420685777522,whole_dollar|offcontract|no_contract_named|peer_outlier,,,,
IV0000016451,PREMIER MEDICAL DISTRIBUTION,2267084,2267084,4,0,,3,2,9.8,1,DEPT OF HEALTH SERVICES,2021,0.0019302946410654817,new_vendor_large|true_duplicate,,,,
IV0000005636,REYES & SONS LANDSCAPING LLC,420992,420992,4,0,,2,2,9.8,1,DEPT OF TRANSPORTATION,2024,0.0010173304506633132,whole_dollar|true_duplicate,,,,
IV0000002717,STRATEGIC MARKET SOLUTIONS INC,2926206,1436934,8,0,,4,2,9.8,2,OFFICE OF TOURISM,2023,0.03352708904848911,whole_dollar|true_duplicate|round_100k|june_round,,,,
IV0000088018,HAUSER BUILT INC,185000,185000,1,0,,1,2,9.6,1,DEPT OF CORRECTIONS,2025,9.231658920217026e-05,new_vendor_large|offcontract|whole_dollar,,,,
IV0000040694,HOLOGIC INCORPORATED,215000,215000,1,0,,1,2,9.6,1,DEPT OF HEALTH SERVICES,2021,0.00021276902898222154,offcontract|whole_dollar|new_vendor_large,,,,
IV0000069548,WSD DIGITAL,2057872,2057872,11,0,,5,2,9.6,1,CORPORATION COMMISSION,2024,0.030752069103396045,offcontract|true_duplicate|new_vendor_large|whole_dollar,,,,
IV0000017673,BANC OF AMERICA PUBLIC CAPITAL CORP,11841164,6896402,11,0,,1,2,9.6,2,DEPT OF TRANSPORTATION,2021,0.0016205709006412669,peer_outlier|offcontract,,,,
IV0000034020,KERR INDUSTRIES OF TEXAS,1687094,1221144,3,0,,2,2,9.6,1,DEPT OF PUBLIC SAFETY,2024,0.0038928933225275755,short_tenure_vendor|new_vendor_large|whole_dollar|peer_outlier,,,,
VC0000057615,BOWEN PROPERTY LLC,379275,379275,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2021,0.0001242313016610094,new_vendor_large|offcontract,,,,
IV0000004614,UDALL LAW FIRM LLP,385160,385160,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2021,0.00012661757910373324,new_vendor_large|offcontract,,,,
PZ000008002,FIRST AMERICAN TITLE INSURANCE COMPANY A CAL CORP,412152,412152,2,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2021,9.23684190050393e-05,offcontract|whole_dollar,,,,
IV0000045844,MIDWAY TRAILERS INC,911524,911524,4,0,,4,2,9.1,1,DEPT OF PUBLIC SAFETY,2023,0.0010322078403659893,new_vendor_large|true_duplicate,,,,
VC0000072617,NETCO INC,137076,137076,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2023,4.842483486324633e-05,new_vendor_large|offcontract,,,,
PZ000063360,FEMCON INC.,786965,786965,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2021,0.0002220853476099577,new_vendor_large|offcontract,,,,
IV0000001465,INTERSTATE MECHANICAL CORP,4802934,1192904,7,0,,2,2,9.1,5,DEPT OF TRANSPORTATION,2021,0.002426607395747403,whole_dollar|true_duplicate,,,,
IV0000007796,JACKSON WHITE PC,6268232,6268232,6,0,,4,2,9.1,2,DEPT OF TRANSPORTATION,2024,0.001272398754488329,offcontract|whole_dollar|no_contract_named,,,,
IV0000001783,WARNER ANGLE HALLAM JACKSON & FORMANEK PLC,364900,364900,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2023,9.217653299305978e-05,new_vendor_large|offcontract,,,,
IV0000002330,PIONEER TITLE AGENCY INC,30323122,958692,3,0,,1,2,9.1,4,ARIZONA FINANCE AUTHORITY,2021,0.17931726305406404,offcontract|whole_dollar,,,,
VC0000072866,NAVI TITLE AGENCY PLLC,146971,146971,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2023,3.2588777601363915e-05,offcontract|new_vendor_large,,,,
IV0000025007,MESA ENERGY SYSTEMS INC,10189675,8980978,29,0,,3,2,9.1,4,DEPT OF EMERGENCY AND MILITARY AFFAIRS,2023,0.026629630119284004,whole_dollar|true_duplicate|offcontract|peer_outlier|round_100k,,,,
PZ000048022,WFG NATIONAL TITLE INSURANCE COMPANY,104448,104448,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2023,2.5316353654199888e-05,new_vendor_large|offcontract,,,,
VC0000046481,ETHAN STEELE PC,221150,221150,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2021,6.322136430775184e-05,offcontract|whole_dollar,,,,
VC0000009043,FIDELITY NATIONAL TITLE INSURANCE CO,228206,228206,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2021,6.376923003388284e-05,whole_dollar|offcontract,,,,
VC0000078452,RICSAT INVESTMENT LLC,161670,161670,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2024,3.681665660780608e-05,offcontract|new_vendor_large,,,,
IV0000058569,SABRE INDUSTRIES,2102831,2102831,15,0,,10,2,9.1,1,DEPT OF PUBLIC SAFETY,2025,0.003681325507005783,whole_dollar|true_duplicate,,,,
VC0000073979,TERRA MOBILE RANCHETTES ESTATES,110000,110000,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2023,2.5253997539229615e-05,new_vendor_large|offcontract,,,,
IV0000002500,TITLE SERVICES OF THE VALLEY AGENCY LLC,170885,170885,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2025,4.149237140155916e-05,new_vendor_large|offcontract,,,,
IV0000001191,GREAT AMERICAN TITLE AGENCY,144900,144900,1,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2021,3.939864225414069e-05,offcontract|whole_dollar,,,,
VC0000008885,STUBBS & SCHUBART PC,1983837,1983837,8,0,,1,2,9.1,1,DEPT OF TRANSPORTATION,2018,0.000226267046813775,offcontract|whole_dollar,,,,
IV0000001747,M D MERRETT INC,1043686,284400,2,0,,2,2,9.1,1,GAME AND FISH DEPARTMENT,2023,0.008758682432358013,whole_dollar|true_duplicate,,,,
IV0000007648,CLEAR CHANNEL OUTDOOR,1930961,1930961,5,0,,3,2,9.1,1,DEPT OF TRANSPORTATION,2024,0.00020131848010676676,offcontract|whole_dollar,,,,
IV0000002498,JONES LANG LASALLE AMERICAS INC,1000000,1000000,2,0,,2,2,9.0,1,LAND DEPARTMENT,2024,0.017484470464244357,offcontract|round_100k,,,,
IV0000043240,RCLCO FUND ADVISORS LLC,9678968,3711811,22,0,,3,2,9.0,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),2021,0.040656246512106003,new_vendor_large|whole_dollar,,,,
VC0000024651,US ARMY FORT HUACHUCA,701888,701888,5,0,,3,2,9.0,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,2016,0.0018354400077425137,offcontract|whole_dollar|round_100k,,,,
08082901,VALLEYWISE COMMUNITY HEAL,360159,360159,3,0,,2,2,9.0,1,DEPT OF CHILD SAFETY,2024,0.0001529655525551565,offcontract|true_duplicate,,,,
IV0000066726,FALCON CORRECTIONAL AND COMMUNITY SERVICES INC,363780,363780,2,0,,2,2,9.0,1,DEPT OF CORRECTIONS,2024,0.000582176538483673,new_vendor_large|whole_dollar,,,,
25804301,SONORA BEHAVIORAL HEALTH,1426772,1426772,8,0,,2,2,9.0,1,DEPT OF CHILD SAFETY,2024,0.00039217668861985476,offcontract|true_duplicate,,,,
PZ000061763,"NORTHWEST MEDIA\, INC.",137500,137500,1,0,,1,2,9.0,1,DEPT OF CHILD SAFETY,2018,7.022945918718026e-05,whole_dollar|new_vendor_large,,,,
IV0000040934,TORTOLITA HEALTHCARE INCORPORATED,256000,256000,2,0,,2,2,9.0,1,DEPT OF HEALTH SERVICES,2021,0.00027149344459935845,new_vendor_large|whole_dollar,,,,
IV0000005190,ENSIGN SABINO LLC,229250,229250,2,0,,2,2,9.0,1,DEPT OF HEALTH SERVICES,2021,0.0006823058936641772,new_vendor_large|whole_dollar,,,,
PZ000000957,DELOITTE CONSULTING,1296300,876710,7,0,,5,2,9.0,2,DEPT OF ADMINISTRATION,2017,0.0014249345926353287,whole_dollar|new_vendor_large|offcontract,,,,
VC0000027202,"GARY ALLEN TOURS\, INC",200000,200000,2,0,,1,2,9.0,1,EXPOSITION AND STATE FAIR BOARD,2016,0.007790247274297452,round_100k|offcontract,,,,
VC0000027221,"VAL PRODUCTIONS, INC",100000,100000,1,0,,1,2,9.0,1,EXPOSITION AND STATE FAIR BOARD,2016,0.011630248930219465,offcontract|round_100k,,,,
VC0000081796,COMMONWEALTH OF PENNSYLVANIA,100000,100000,1,0,,1,2,9.0,1,ATTORNEY GENERAL (DEPT OF LAW),2025,0.0006209478368877029,round_100k|offcontract,,,,
70670701,PHOENIX CHILDRENS HOSP,642912271,4074947,6,0,,3,2,9.0,3,AHCCCS,2016,0.010757964085347104,offcontract|true_duplicate|no_contract_named,,,,
IV0000042723,HEART AND SOUL MARKETING LLC,6283569,1704505,7,0,,2,2,9.0,4,DEPT OF HEALTH SERVICES,2023,0.05121681927674875,whole_dollar|round_100k|new_vendor_large,,,,
VC0000032733,SRP - SALT RIVER PROJECT,100000,100000,1,0,,1,2,9.0,1,DEPT OF ADMINISTRATION,2017,6.572551384262441e-05,round_100k|offcontract,,,,
VC0000001264,PHOENIX CHILDRENS HOSPITAL INC,3184913,3184913,11,0,,2,2,9.0,1,DEPT OF CHILD SAFETY,2021,0.0005133505124854271,offcontract|true_duplicate,,,,
IV0000074792,SANDERS FARMS,164700,164700,1,0,,1,2,9.0,1,GAME AND FISH DEPARTMENT,2025,0.0016048437311606456,new_vendor_large|whole_dollar,,,,
IV0000039909,LAKE PLEASANT HEALTHCARE INCORPORATED,324750,324750,3,0,,3,2,9.0,1,DEPT OF HEALTH SERVICES,2021,0.0005527636614419071,whole_dollar|new_vendor_large,,,,
IV0000052598,INEXL CONSULTING LLC,943005,943005,5,0,,1,2,9.0,1,SECRETARY OF STATE (DEPT OF STATE),2023,0.03855233905432681,whole_dollar|new_vendor_large,,,,
IV0000050885,ARIZONA LATINO LEADERS IN EDUCATION,935459,935459,3,0,,1,2,9.0,1,DEPT OF EDUCATION,2023,0.0001379355216152157,new_vendor_large|whole_dollar,,,,
52994302,BANNER THUNDERBIRD MEDICA,23638434,1870773,5,0,,2,2,9.0,3,AHCCCS,2016,0.0007747908098216862,offcontract|true_duplicate,,,,
54622901,DESTINY SPRINGS HEALTHCAR,2142854,1826961,5,0,,2,2,9.0,2,DEPT OF CHILD SAFETY,2024,0.0006773466076739906,offcontract|true_duplicate,,,,
IV0000001027,GUIDEHOUSE INC,1006230,1006230,8,0,,2,2,9.0,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,2021,0.003176526750858211,whole_dollar|new_vendor_large,,,,
PZ000044637,"NORTHWEST PROFESSIONAL CONSORTIUM, INC.",142220,142220,1,0,,1,2,9.0,1,SUPREME COURT,2025,0.00048212183763199297,whole_dollar|new_vendor_large,,,,
PZ000006420,ACCENTURE LLP,206850,206850,1,0,,1,2,9.0,1,DEPT OF ADMINISTRATION,2018,0.00019039462122560178,new_vendor_large|whole_dollar,,,,
IV0000041182,NEW PATHWAYS FOR YOUTH,406990,250000,2,0,,1,2,9.0,2,DEPT OF EDUCATION,2023,0.000961395017044688,whole_dollar|new_vendor_large,,,,
IV0000049829,MAINSTREAM TECHNOLOGIES,575505,363521,3,0,,1,2,9.0,1,DEPT OF EDUCATION,2023,0.0001277501851477413,new_vendor_large|whole_dollar,,,,
IV0000008865,MINDFULNESS FIRST,224225,224225,1,0,,1,2,9.0,1,DEPT OF EDUCATION,2023,5.0778879305438724e-05,whole_dollar|new_vendor_large,,,,
IV0000039523,WATERFORD RESEARCH INSTITUTE,777708,777708,4,0,,2,2,9.0,1,DEPT OF EDUCATION,2023,4.722330161752681e-05,whole_dollar|new_vendor_large,,,,
IV0000075762,RESOURCE INNOVATIONS INC,110433,110433,1,0,,1,2,9.0,1,GOVERNOR'S OFFICE,2025,0.0006330230947626644,whole_dollar|new_vendor_large,,,,
VC0000069868,"JOURNEYAGE, LLC",222000,222000,1,0,,1,2,9.0,1,GOVERNOR'S OFFICE,2023,0.0008507278437472609,whole_dollar|new_vendor_large,,,,
53009902,BANNER DESERT MEDICAL CEN,54575068,3181920,5,0,,3,2,9.0,3,AHCCCS,2016,0.0011187371129630418,offcontract|true_duplicate|no_contract_named,,,,
PZ000010001,CHERWELL SOFTWARE INC,100650,100650,1,0,,1,2,9.0,1,DEPT OF CORRECTIONS,2017,8.726833779203389e-05,whole_dollar|new_vendor_large,,,,
IV0000009357,NFRA INC,782928,782928,6,0,,2,2,9.0,1,DEPT OF TRANSPORTATION,2024,0.0003909182545520818,offcontract|true_duplicate,,,,
IV0000066863,EDUCATORS FOR ACADEMIC EXCELLENCE,1575000,1325000,8,0,,4,2,9.0,1,DEPT OF EDUCATION,2023,0.0001075818936168966,whole_dollar|round_100k|new_vendor_large,,,,
IV0000003797,SNELL & WILMER,2051917,664953,4,0,,1,2,9.0,6,DEPT OF ADMINISTRATION,2021,0.003446848802218406,offcontract|round_100k,,,,
IV0000023664,BUILDING BLOCKS COUNSELING LLC,7443916,7340544,43,0,,7,2,9.0,1,DEPT OF CORRECTIONS,2021,0.0015769279045770772,whole_dollar|new_vendor_large,,,,
VC0000082878,SOCIETAL SYSTEMS INC,126000,126000,1,0,,1,2,9.0,1,SUPREME COURT,2025,0.00038601608655799145,new_vendor_large|whole_dollar,,,,
12926301,OASIS BEHAVIORAL HEALTH H,1362256,1362256,4,0,,2,2,9.0,1,DEPT OF CHILD SAFETY,2025,0.0005597149126931733,offcontract|true_duplicate,,,,
IV0000071392,LIFEPOINT HEALTH,495801,107730,1,0,,1,2,9.0,1,BOARD OF NURSING,2024,0.015295556599355425,whole_dollar|new_vendor_large,,,,
PZ000058733,"SUTHERLAND GOVERNMENT SOLUTIONS, INC.",1681971,900782,6,0,,6,2,9.0,1,SECRETARY OF STATE (DEPT OF STATE),2018,0.05278479675087696,true_duplicate|new_vendor_large|whole_dollar,,,,
IV0000002101,SHERMAN & HOWARD LLC,2092883,1054007,9,0,,1,2,9.0,1,DEPT OF HEALTH SERVICES,2021,0.0017576644571147986,whole_dollar|offcontract|round_100k,,,,
IV0000085334,TAFT STETTINIUS & HOLLISTER LLP,625247,625247,5,0,,1,2,9.0,1,DEPT OF HEALTH SERVICES,2025,0.0012339636171127717,new_vendor_large|whole_dollar,,,,
PZ000050730,"FUGRO ROADWARE\, INC.",656480,656480,2,0,,2,2,9.0,1,DEPT OF TRANSPORTATION,2018,0.0002796759877097391,new_vendor_large|whole_dollar,,,,
IV0000007101,GLENDALE HEALTHCARE ASSOCIATES LLC,760500,760500,3,0,,3,2,9.0,1,DEPT OF HEALTH SERVICES,2021,0.0007663485319854467,whole_dollar|new_vendor_large,,,,
IV0000001137,STANLEY CONSULTANTS INC,11837263,11837263,45,0,,6,2,9.0,1,DEPT OF TRANSPORTATION,2021,0.0021934870815501933,offcontract|true_duplicate|whole_dollar|peer_outlier,,,,
IV0000048472,Q-FREE AMERICA INC,214500,214500,1,0,,1,2,9.0,1,DEPT OF TRANSPORTATION,2023,7.081796265177829e-05,whole_dollar|new_vendor_large,,,,
VC0000072930,JOANNE BOALER,167296,167296,1,0,,1,2,9.0,1,GOVERNOR'S OFFICE,2023,0.00025758202020611566,person_name_payee|new_vendor_large,,,,
IV0000037887,LIBERA,738993,738993,4,0,,1,2,9.0,1,DEPT OF ECONOMIC SECURITY,2023,0.00013080055338374603,whole_dollar|new_vendor_large,,,,
IV0000006939,NORTH MOUNTAIN HEALTHCARE LLC,1089300,1089300,8,0,,8,2,9.0,1,DEPT OF HEALTH SERVICES,2021,0.0009923799856539708,whole_dollar|new_vendor_large,,,,
IV0000025083,ARIZONA SCIENCE TEACHERS ASSOCIATION,1681462,1681462,5,0,,2,2,9.0,1,DEPT OF EDUCATION,2023,0.00012182902302478981,whole_dollar|new_vendor_large,,,,
PZ000000112,COMPUTRONIX,501913,354000,3,0,,2,2,9.0,1,DEPT OF LIQUOR LICENSES AND CONTROL,2017,0.14985165764664948,whole_dollar|new_vendor_large,,,,
02046201,TUCSON MEDICAL CENTER,98854951,1335981,6,0,,2,2,9.0,3,AHCCCS,2016,0.0015115903231593655,offcontract|true_duplicate,,,,
IV0000032630,ABN ENGINEERING LLC,978315,978315,6,0,,2,2,9.0,1,DEPT OF PUBLIC SAFETY,2023,0.0007176832240178586,whole_dollar|new_vendor_large,,,,
IV0000004937,GALLAGHER & KENNEDY PA,686784,686784,2,0,,1,2,9.0,1,ATTORNEY GENERAL (DEPT OF LAW),2023,0.005737443539579551,offcontract|peer_outlier,,,,
IV0000062512,KATHLEEN MALLOCH,104167,104167,1,0,,1,2,9.0,1,BOARD OF NURSING,2023,0.02292706698488469,person_name_payee|new_vendor_large,,,,
PZ000013569,GLYNLYON,167200,167200,1,0,,1,2,9.0,1,DEPT OF EDUCATION,2018,6.106385751741227e-05,new_vendor_large|whole_dollar,,,,
VC0000003686,BANNER THUNDERBIRD MEDICAL CENTER,1079839,1079839,8,0,,2,2,9.0,1,DEPT OF CHILD SAFETY,2023,0.0001714378118392505,offcontract|true_duplicate,,,,
IV0000044890,TRUED CONSULTING,468747,468747,3,0,,3,2,9.0,1,DEPT OF ENVIRONMENTAL QUALITY,2023,0.005867890704772449,new_vendor_large|whole_dollar|offcontract,,,,
IV0000041014,LOOKOUT MOUNTAIN HEALTHCARE INC,240250,240250,2,0,,2,2,9.0,1,DEPT OF HEALTH SERVICES,2021,0.00026190468720699886,new_vendor_large|whole_dollar,,,,
IV0000000526,ENVIRONMENTAL TECHNOLOGY INC,1364272,454001,3,0,,1,2,9.0,1,DEPT OF ENVIRONMENTAL QUALITY,2023,0.006915984962485012,new_vendor_large|whole_dollar,,,,
VC0000027186,TRIPLE D PRODUCTIONS,100000,100000,1,0,,1,2,9.0,1,EXPOSITION AND STATE FAIR BOARD,2016,0.007753499286812977,offcontract|round_100k,,,,
VC0000027219,"RED PONY TOURS, INC.",100000,100000,1,0,,1,2,9.0,1,EXPOSITION AND STATE FAIR BOARD,2016,0.007753499286812977,offcontract|round_100k,,,,
VC0000067921,SOLOVIS INC,781752,241500,1,0,,1,2,9.0,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),2023,0.0035311725323495836,new_vendor_large|whole_dollar,,,,
IV0000009433,GUIDEHOUSE LLP,4899839,2656236,15,0,,1,2,9.0,2,GOVERNOR'S OFFICE,2021,0.007264119316413789,whole_dollar|new_vendor_large,,,,
IV0000005713,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,635440,635440,5,0,,2,2,9.0,1,DEPT OF CHILD SAFETY,2023,0.00022318444246387825,offcontract|true_duplicate,,,,
VC0000010754,ARIZONA STATE FIRE TRAINING COMMITTEE,500000,500000,3,0,,1,2,9.0,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2023,0.001479017461507106,offcontract|round_100k,,,,
IV0000078796,WILDLIFE AND WETLANDS SOLUTIONS,600599,600599,4,0,,2,2,9.0,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2025,0.004142817974025068,new_vendor_large|whole_dollar,,,,
PZ000002829,WSP USA INC,13491555,12599293,41,0,,3,2,9.0,1,DEPT OF TRANSPORTATION,2016,0.003326022287668014,offcontract|peer_outlier|whole_dollar,,,,
IV0000056801,WEST FOREST INCORPORATED,182850,182850,1,0,,1,2,9.0,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2025,0.0009910331395246777,whole_dollar|new_vendor_large,,,,
IV0000005203,LABORATORY CORP OF AMERICA,3090950,3090950,12,0,,12,2,9.0,1,DEPT OF HEALTH SERVICES,2021,0.0025940973013647704,new_vendor_large|whole_dollar,,,,
VC0000013711,BANNER DESERT CARE CENTER,1992325,1992325,7,0,,2,2,9.0,1,DEPT OF CHILD SAFETY,2023,0.0003964200028960196,offcontract|true_duplicate,,,,
IV0000023437,MARKIT! FORESTRY MANAGEMENT LLC,2438835,2438835,16,0,,4,2,9.0,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2023,0.014179325613294009,whole_dollar|new_vendor_large,,,,
IV0000044832,RADIANT HILLS HEALTH ASSOCIATES LLC,452400,452400,3,0,,3,2,9.0,1,DEPT OF HEALTH SERVICES,2021,0.0003949815986248838,whole_dollar|new_vendor_large,,,,
IV0000078130,TOTAL LAND MANAGEMENT,309565,309565,1,0,,1,2,9.0,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2025,0.002884942996519596,new_vendor_large|whole_dollar,,,,
IV0000002972,BANNER,2053172,1059524,8,0,,5,2,9.0,2,DEPT OF CHILD SAFETY,2021,0.0002540097897872147,offcontract|new_vendor_large|true_duplicate,,,,
PZ000024507,BERRY DUNN MCNEIL & PARKER LLC,230705,230705,2,0,,1,2,9.0,1,DEPT OF ECONOMIC SECURITY,2018,9.465176179203647e-05,new_vendor_large|whole_dollar,,,,
IV0000001194,UTILITY CRANE AND EQUIPMENT,712458,712458,3,0,,3,2,8.4,1,DEPT OF TRANSPORTATION,2024,0.00013483355435294555,true_duplicate|whole_dollar,,,,
VC0000074430,DOLORES CAMACHO,114000,114000,1,0,,1,2,8.4,1,DEPT OF ADMINISTRATION,2023,5.099681476490448e-05,new_vendor_large|person_name_payee,,,,
IV0000006631,KS STATEBANK,1581371,1581371,4,0,,1,2,8.4,1,DEPT OF TRANSPORTATION,2023,0.0004373930222039236,new_vendor_large|peer_outlier,,,,
IV0000017659,EMPIRE SOUTHWEST LLC,15258354,7010390,30,0,,2,2,8.4,5,DEPT OF TRANSPORTATION,2021,0.003618283971067219,true_duplicate|whole_dollar|peer_outlier|offcontract,,,,
IV0000049523,CAMBRIDGE ASSOCIATES LLC,103125,103125,1,0,,1,2,8.4,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),2023,0.0021736230818242145,new_vendor_large|whole_dollar,,,,
IV0000048021,ROSENBAUER MINNESOTA LLC,842296,842296,1,0,,1,2,8.4,1,DEPT OF TRANSPORTATION,2025,0.00019041593165138615,new_vendor_large|peer_outlier,,,,
FEN09599,NAME REDACTED,230000,230000,2,0,,1,2,8.4,1,INDUSTRIAL COMMISSION,2021,0.005867517731813161,offcontract|round_100k,,,,
IV0000041936,AGENA BIOSCIENCE INC,161814,161814,1,0,,1,2,8.4,1,DEPT OF HEALTH SERVICES,2021,0.00015886365208909935,new_vendor_large|whole_dollar,,,,
IV0000002507,ROBERT E PORTER CONSTRUCTION CO INC,947164,947164,4,0,,4,2,8.4,1,DEPT OF ADMINISTRATION,2021,0.0004706007446003867,new_vendor_large|whole_dollar,,,,
IV0000038989,STEWARD HEALTHCARE SYSTEM LLC,3729641,3729641,10,0,,2,2,8.4,1,DEPT OF HEALTH SERVICES,2021,0.002877832122160323,offcontract|true_duplicate,,,,
PZ000012971,SALT RIVER PROJECT AGRICULTURAL I & P DISTRICT,19357373,17349958,51,0,,5,2,8.4,3,DEPT OF TRANSPORTATION,2016,0.013124309308455526,offcontract|no_contract_named|whole_dollar|true_duplicate|round_100k,,,,
PZ000011382,BUSINESS AND DECISION NORTH AMERICA PA INC,3629264,2889297,11,0,,3,2,8.4,2,DEPT OF CORRECTIONS,2016,0.0038995924677288005,whole_dollar|offcontract|peer_outlier,,,,
VC0000003921,MATTHEW P MILLEA PLC,265000,100000,1,0,,1,2,8.4,1,DEPT OF ADMINISTRATION,2016,0.00010387625512545164,round_100k|offcontract,,,,
PZ9000003994,WORLD WIDE TECHNOLOGY,16152565,2083963,6,0,,2,2,8.4,4,DEPT OF REVENUE,2016,0.11413356603426723,peer_outlier|whole_dollar|offcontract,,,,
IV0000077715,TRUE ZERO TECHNOLOGIES LLC,139320,139320,1,0,,1,2,8.4,1,DEPT OF PUBLIC SAFETY,2025,0.00030106393012004757,whole_dollar|new_vendor_large,,,,
IV0000017244,DIAMOND RIDGE DEVELOPMENT CORP,30542216,22322994,95,0,,30,2,8.4,4,DEPT OF TRANSPORTATION,2021,0.01665582594100061,offcontract|true_duplicate|whole_dollar,,,,
IV0000014650,CLIENT NETWORK SERVICES LLC,11740697,3879709,22,0,,1,2,8.4,1,AHCCCS,2021,0.00026907303230569375,true_duplicate|offcontract,,,,
IV0000010685,CONNECT 202 PARTNERS,19541639,19541639,57,0,,3,2,8.4,1,DEPT OF TRANSPORTATION,2021,0.0016954591148749198,offcontract|true_duplicate|no_contract_named|whole_dollar,,,,
VC0000043469,JOHN JARAB,116515,116515,1,0,,1,2,8.4,1,DEPT OF ADMINISTRATION,2018,7.557089731863682e-05,person_name_payee|new_vendor_large,,,,
IV0000021108,RUNBECK ELECTION SERVICES INC,246375,246375,2,0,,1,2,8.4,1,SECRETARY OF STATE (DEPT OF STATE),2023,0.009214454961952554,whole_dollar|new_vendor_large,,,,
VC0000001544,ARIZONA SUPER BOWL HOST COMMITTEE,500000,500000,1,0,,1,2,8.4,1,OFFICE OF TOURISM,2021,0.013924775095951468,round_100k|offcontract,,,,
PZ000059006,ADAPT PHARMA INC.,299700,299700,1,0,,1,2,8.4,1,DEPT OF HEALTH SERVICES,2018,0.0013373154269792655,new_vendor_large|whole_dollar,,,,
IV0000000556,IMAGE TREND LLC,210589,210589,2,0,,1,2,8.4,1,DEPT OF HEALTH SERVICES,2025,0.0004675466825048257,true_duplicate|offcontract,,,,
IV0000054579,JACOBS TECHNOLOGY INC,841848,841848,2,0,,1,2,8.4,1,DEPT OF PUBLIC SAFETY,2023,0.0009426500163224294,new_vendor_large|peer_outlier,,,,
IV0000004611,MICROSOFT CORP - CORP ACCOUNTS,10797148,10604142,31,0,,5,2,8.4,2,DEPT OF CHILD SAFETY,2021,0.004446281832113228,whole_dollar|true_duplicate|offcontract,,,,
PZ000066044,SCINTREX LTD,100000,100000,1,0,,1,2,8.4,1,DEPT OF WATER RESOURCES,2018,0.0031073848161696717,round_100k|june_round,,,,
IV0000033972,SPERIDIAN TECHNOLOGIES LLC,165000,165000,1,0,,1,2,8.4,1,DEPT OF HOUSING,2025,0.0005738885428090165,whole_dollar|new_vendor_large,,,,
IV0000011476,PHOENIX LOCAL ORGANIZING COMMITTEE,500000,500000,1,0,,1,2,8.4,1,OFFICE OF TOURISM,2023,0.00747721602662254,round_100k|offcontract,,,,
IV0000025806,ALR CONSTRUCTION MANAGEMENT,958006,656560,3,0,,2,2,8.4,2,DEPT OF CORRECTIONS,2021,0.002984352385704826,new_vendor_large|whole_dollar|offcontract,,,,
PZ9000004579,AMERICAN FENCE AND SECURITY CO INC,951290,656380,6,0,,1,2,8.4,3,DEPT OF TRANSPORTATION,2016,0.003296264224875298,whole_dollar|round_100k|offcontract,,,,
VC0000057407,TARANEH PARAVAR,110000,110000,1,0,,1,2,8.4,1,STATE TREASURER,2021,0.0008022365502023396,person_name_payee|new_vendor_large,,,,
